unique_fov,Marker,r,Theoretical G,Observed G,Permuted G,Degree of Clustering Permutation,Degree of Clustering Theoretical,Run
Lung9_Rep1_F01,d,0,0,0,0,0,0,1
Lung9_Rep1_F01,d,10,0.0022613577259242845,0,0,0,-0.0022613577259242845,1
Lung9_Rep1_F01,d,20,0.009014794700929918,0,0,0,-0.009014794700929918,1
Lung9_Rep1_F01,d,30,0.020169093025675933,0.015384615384615385,0.0020833882756365663,0.01330122710897882,-0.004784477641060547,1
Lung9_Rep1_F01,d,40,0.03557450346257407,0.14285714285714285,0.01376979427642416,0.12908734858071869,0.10728263939456878,1
Lung9_Rep1_F01,d,50,0.055026091018571144,0.3064516129032258,0.04104818246464307,0.2654034304385827,0.25142552188465467,1
Lung9_Rep1_F01,d,60,0.07826827126989788,0.4344262295081967,0.0668930901450397,0.367533139363157,0.3561579582382988,1
Lung9_Rep1_F01,d,70,0.10500039707759046,0.5630252100840336,0.09970745949168162,0.463317750592352,0.45802481300644315,1
Lung9_Rep1_F01,d,80,0.13488322504789152,0.6302521008403361,0.1324185105260923,0.4978335903142438,0.4953688757924446,1
Lung9_Rep1_F01,d,90,0.16754606748597678,0.6551724137931034,0.1686934548060398,0.4864789589870636,0.48762634630712665,1
Lung9_Rep1_F01,d,100,0.20259441946998236,0.6956521739130435,0.20697153504651256,0.4886806388665309,0.4930577544430611,1
Lung9_Rep1_F01,d,110,0.23961784247863838,0.7456140350877193,0.24216585492614018,0.5034481801615791,0.5059961926090809,1
Lung9_Rep1_F01,d,120,0.2781978858197781,0.7837837837837838,0.28627465607845737,0.4975091277053264,0.5055858979640057,1
Lung9_Rep1_F01,d,130,0.3179158346520561,0.8090909090909091,0.3230186500725222,0.4860722590183869,0.491175074438853,1
Lung9_Rep1_F01,d,140,0.3583600880615374,0.8055555555555556,0.3614948884623963,0.4440606670931593,0.4471954674940182,1
Lung9_Rep1_F01,d,150,0.39913299155373827,0.8207547169811321,0.4037678460734617,0.4169868709076704,0.42162172542739385,1
Lung9_Rep1_F01,d,160,0.43985697432361204,0.8571428571428571,0.440812818734313,0.4163300384085441,0.41728588281924506,1
Lung9_Rep1_F01,d,170,0.4801798714778487,0.8932038834951457,0.4827595075736175,0.41044437592152816,0.413024012017297,1
Lung9_Rep1_F01,d,180,0.5197793436171138,0.92,0.5195490044241743,0.40045099557582575,0.4002206563828863,1
Lung9_Rep1_F01,d,190,0.5583663394284528,0.9191919191919192,0.5602529902763304,0.3589389289155889,0.3608255797634664,1
Lung9_Rep1_F01,d,200,0.5956875798234769,0.9278350515463918,0.5948752942567838,0.332959757289608,0.3321474717229149,1
Lung9_Rep1_F01,e,0,0,0,0,0,0,1
Lung9_Rep1_F01,e,10,0.00521454261147114,0,0,0,-0.00521454261147114,1
Lung9_Rep1_F01,e,20,0.020695588142623955,0,1.2779552715654952e-4,-1.2779552715654952e-4,-0.020695588142623955,1
Lung9_Rep1_F01,e,30,0.0459638089026958,0.019543973941368076,0.0043846578008668894,0.015159316140501186,-0.026419834961327725,1
Lung9_Rep1_F01,e,40,0.08024778120347265,0.14802631578947367,0.0308788376066433,0.11714747818283038,0.06777853458600103,1
